Date,AwayTeam,HomeTeam,A_1_recwOBA,A_2_recwOBA,A_3_recwOBA,A_4_recwOBA,A_5_recwOBA,A_6_recwOBA,A_7_recwOBA,A_8_recwOBA,A_9_recwOBA,H_1_recwOBA,H_2_recwOBA,H_3_recwOBA,H_4_recwOBA,H_5_recwOBA,H_6_recwOBA,H_7_recwOBA,H_8_recwOBA,H_9_recwOBA
08-08-2018,Philadelphia Phillies,Arizona Diamondbacks,0.254,0.159,0.312,0.309,0.526,0.305,0.115,0.304,0,0,0.335,0.514,0.26,0.454,0.195,0.29,0.299,0.29
21-08-2018,Los Angeles Angels,Arizona Diamondbacks,0.174,0.42,0.483,0.216,0.335,0.307,0,0.417,nan,0.399,0.534,0.557,0.843,0.347,0.231,0.29,0.316,0.29
22-08-2018,Los Angeles Angels,Arizona Diamondbacks,0.273,0.573,0.442,0.201,0.087,0.234,0,0.345,0,0.485,0.385,0.753,0.579,0.415,0.321,0.109,0.26,0
24-08-2018,Seattle Mariners,Arizona Diamondbacks,0.397,0.431,0.29,0.336,0.069,0.077,0.238,0.366,nan,0.364,0.254,0.795,0.653,0.072,0.423,0.195,0,0
25-08-2018,Seattle Mariners,Arizona Diamondbacks,0.481,0.197,0.33,0.437,0.507,0,0.415,0.323,nan,0.149,0.202,0.466,0.7,0.231,0.275,0.539,0.218,0.348
26-08-2018,Seattle Mariners,Arizona Diamondbacks,0.644,0.239,0.503,0.49,0.111,0.375,0.218,0.254,nan,0.769,0.211,0.35,0.43,0.216,0.29,0.329,0.435,0
03-09-2018,San Diego Padres,Arizona Diamondbacks,0.275,0.292,0.497,0.39,0.263,0.335,0.425,0.135,0,0.077,0.234,0.646,0,0.243,0.277,0.152,0.173,0
04-09-2018,San Diego Padres,Arizona Diamondbacks,0.187,0.12,0.468,0.302,0.216,0.511,0.405,0.232,0,0.225,0.173,0.452,0.13,0.378,0.135,0.173,0,0.348
06-09-2018,Atlanta Braves,Arizona Diamondbacks,0.286,0.334,0.437,0.374,0.386,0.447,0.32,0.38,0,0.367,0.346,0.411,0.13,0.294,0.27,0.17,0.212,0.124
07-09-2018,Atlanta Braves,Arizona Diamondbacks,0.313,0.351,0.403,0.548,0.365,0.221,0.264,0.326,0,0.097,0.32,0.47,0.321,0.261,0.29,0.331,0.272,0
08-09-2018,Atlanta Braves,Arizona Diamondbacks,0.381,0.619,0.316,0.615,0.532,0.305,0.234,0.156,0,0.307,0.174,0.249,0.752,0.29,0.302,0.33,0.381,0.099
09-09-2018,Atlanta Braves,Arizona Diamondbacks,0.446,0.525,0.26,0.608,0.411,0.124,0.305,0.283,nan,0.223,0.104,0.738,0.3,0.209,0.374,0.573,0.49,0.218
17-09-2018,Chicago Cubs,Arizona Diamondbacks,0.173,0.253,0.285,0.193,0.405,0.608,0.159,0.218,0.223,0.189,0.322,0.47,0.348,0.427,0.315,0.399,0.292,0.145
18-09-2018,Chicago Cubs,Arizona Diamondbacks,0.24,0.486,0.394,0.312,0.309,0.37,0.176,0.174,0.194,0.222,0.336,0.3,0.292,0.125,0.097,0.287,0.197,nan
19-09-2018,Chicago Cubs,Arizona Diamondbacks,0.261,0.559,0.335,0.528,0.361,0.209,0.193,0.115,0.086,0.255,0,0.51,0,0.29,0.087,0,0.223,0.174
21-09-2018,Colorado Rockies,Arizona Diamondbacks,0.451,0.067,0.27,0.201,0.079,0.202,0.456,0,0.249,0.193,0.312,0.35,0.243,0.385,0.176,0.079,0.351,0.124
22-09-2018,Colorado Rockies,Arizona Diamondbacks,0.438,0.149,0.134,0,0.405,0.188,0.243,0.281,0.145,0.425,0.399,0.281,0.278,0.35,0.176,0.072,0.292,0.124
23-09-2018,Colorado Rockies,Arizona Diamondbacks,0.376,0.273,0.307,0.24,0.456,0.36,0.24,0.173,0.298,0,0.365,0.135,0.312,0.079,0.194,0.351,0.312,0
24-09-2018,Los Angeles Dodgers,Arizona Diamondbacks,0.486,0.334,0.249,0.485,0.559,0.597,0.238,0.475,0.463,0.602,0.29,0.173,0.277,0.063,0.255,0.29,0,0
25-09-2018,Los Angeles Dodgers,Arizona Diamondbacks,0.55,0.348,0.611,0.565,0.371,0.243,0.427,0.541,0,0.232,0.559,0.27,0,0,0.495,0.603,0.304,0
26-09-2018,Los Angeles Dodgers,Arizona Diamondbacks,0.172,0.347,0.443,0.456,0.599,0.156,0.659,0.482,0,0.549,0.582,0.434,0,0,0.437,0.086,0.194,0.124
29-03-2018,Philadelphia Phillies,Atlanta Braves,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
30-03-2018,Philadelphia Phillies,Atlanta Braves,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
31-03-2018,Philadelphia Phillies,Atlanta Braves,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
02-04-2018,Washington Nationals,Atlanta Braves,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
03-04-2018,Washington Nationals,Atlanta Braves,nan,0.273,0.579,0.27,nan,0.414,0.628,nan,nan,0.272,0.102,0.458,0.358,0.427,0.388,0.602,0.158,nan
04-04-2018,Washington Nationals,Atlanta Braves,0.687,0.23,0.793,nan,0.292,0.205,0.385,nan,nan,0.278,0.299,0.609,0.474,0.556,nan,0.563,nan,nan
16-04-2018,Philadelphia Phillies,Atlanta Braves,0.41,0.223,0.347,0.348,0.263,0.641,0.111,0.201,nan,0.15,0.637,0.423,0.325,0.575,0.441,0.398,0.33,nan
17-04-2018,Philadelphia Phillies,Atlanta Braves,0.221,0.196,0.486,0.509,0.383,0.12,0.124,nan,0.619,0.15,0.635,0.285,0.347,0.351,0.347,0.387,0.109,nan
18-04-2018,Philadelphia Phillies,Atlanta Braves,0.425,0.289,0.361,0.534,0.405,0.211,0.27,nan,0.621,0.298,0.511,0.274,0.214,0.381,0.124,0.336,0.42,nan
19-04-2018,New York Mets,Atlanta Braves,0.378,0.414,0.512,0,0.334,0.225,0.23,nan,0.252,0.402,0.275,0.25,0.202,0.109,0.173,0.476,0.476,nan
20-04-2018,New York Mets,Atlanta Braves,0.294,0.35,0.26,0.349,0.373,0,0.29,0.203,0.332,0.422,0.31,0.311,0.298,0.593,0.399,0.538,0.479,nan
21-04-2018,New York Mets,Atlanta Braves,0.196,0.312,0.405,0.101,0.407,0.46,0.197,0.223,0,0.298,0.448,0.256,0.385,0.333,0.466,nan,0.124,0
04-05-2018,San Francisco Giants,Atlanta Braves,0.27,0.52,0.56,0.346,0.186,0.261,0.482,0.152,0.145,0.23,0.384,0.385,0.672,nan,nan,0.415,0.124,0.416
05-05-2018,San Francisco Giants,Atlanta Braves,0.25,0.45,0.508,0.384,0.263,0.449,0.296,0.158,0,0.245,0.263,0.403,0.806,0.432,nan,0.444,0,0.402
06-05-2018,San Francisco Giants,Atlanta Braves,0.127,0.626,0.462,0.998,0.406,0.558,0.477,0.485,nan,0.412,0.283,0.202,0.806,nan,0.145,0.279,nan,0.159
15-05-2018,Chicago Cubs,Atlanta Braves,0.173,0.237,0.417,0.437,0.251,0.332,0.437,0.279,0.304,0.268,0.297,0.599,0.311,0.12,0.5,0.508,0.173,0.124
16-05-2018,Chicago Cubs,Atlanta Braves,0.523,0.312,0.29,0.289,0.072,0.302,0.289,0.525,0.348,0.399,0.455,0.279,0.201,0.571,0.432,0.218,0,0
18-05-2018,Miami Marlins,Atlanta Braves,0.3,0.49,0.411,0.422,0.29,0.347,0.176,0.097,nan,0.641,0.389,0.346,0.26,0.708,0.269,0.292,0.281,nan
19-05-2018,Miami Marlins,Atlanta Braves,0.284,0.263,0.538,0.218,0.349,0.218,0,0.242,0,0.416,0.364,0.317,0.394,0.072,0.419,0.312,0.205,0.348
20-05-2018,Miami Marlins,Atlanta Braves,0.156,0.416,0.26,0.209,0.218,0.309,0.156,0,0.29,0.359,0.202,0.422,0.473,0.522,0.399,0.503,0.273,0.435
29-05-2018,New York Mets,Atlanta Braves,0.242,0.368,0.443,0.421,0.798,0.273,0.278,0.115,0.254,0.236,0.249,0.521,0.26,0.511,0.349,0.312,0.115,nan
30-05-2018,New York Mets,Atlanta Braves,0.412,0.475,0.462,0.122,0.45,0.409,0.383,0,0.335,0.359,0.311,0.535,0.298,0.556,0.538,0.486,0.252,0.435
31-05-2018,Washington Nationals,Atlanta Braves,0.236,0.5,0.362,0.292,0.537,0.434,0.221,0,0.218,0.359,0.249,0.478,0.236,0.551,0.567,0,0.462,0.203
01-06-2018,Washington Nationals,Atlanta Braves,0.254,0.485,0.307,0.135,0.379,0.115,0.174,0.124,0.158,0.36,0.347,0.473,0.293,0.316,0.365,0.243,0.606,0
02-06-2018,Washington Nationals,Atlanta Braves,0.275,0.292,0.363,0,0.142,0.309,0.087,0,0,0.218,0.304,0.49,0.289,0.457,0.234,0.332,0.501,0.124
03-06-2018,Washington Nationals,Atlanta Braves,0.162,0.364,0.231,0.057,0.176,0.287,0.127,0.124,0.174,0.186,0.198,0.405,0.334,0.27,0.216,0.298,0.263,0.138
12-06-2018,New York Mets,Atlanta Braves,0,0.468,0.539,0.281,0.245,0.195,nan,0.087,0.249,0.216,0.254,0.444,0.294,0.306,0.351,0.145,0.316,0
13-06-2018,New York Mets,Atlanta Braves,0.072,0.453,0.375,0.216,0.419,nan,0.087,0,0.099,0.339,0.254,0.605,0.455,0.399,0.348,0.218,0.252,nan
14-06-2018,San Diego Padres,Atlanta Braves,0.145,0.437,0.307,0.174,0.152,0.231,0.519,0.412,0.218,0.432,0.203,0.672,0.319,0.319,0.365,0.348,0.23,0
15-06-2018,San Diego Padres,Atlanta Braves,0,0.408,0.29,0,0.33,0.174,0.446,0.221,0.138,0.363,0.203,0.612,0.332,0.441,0.086,0.577,0.411,0.174
16-06-2018,San Diego Padres,Atlanta Braves,0.437,0.294,0.187,0.153,0.522,0.537,0.475,0.478,0.23,0.214,0.229,0.555,0.205,0.256,0.195,0.403,0.348,0
17-06-2018,San Diego Padres,Atlanta Braves,0.272,0.161,0.43,0.334,0.265,0.511,0.221,0.218,0,0.2,0.546,0.429,0.225,0.332,0.368,0.158,0,0
22-06-2018,Baltimore Orioles,Atlanta Braves,0.306,0.336,0.174,0.432,0.309,0.2,0.067,0.173,nan,0.427,0.332,0.171,0.434,0.381,0.363,0.087,0.51,0
23-06-2018,Baltimore Orioles,Atlanta Braves,0.312,0.227,0.418,0.432,0.279,0.502,0.197,0.174,nan,0.471,0.27,0.264,0.359,0.511,nan,0.23,0.162,0
24-06-2018,Baltimore Orioles,Atlanta Braves,0.397,0.227,0.508,0.27,0.302,0.139,0.216,0.193,nan,0.339,0.419,0.271,0.428,0.299,nan,0.269,0.32,0
25-06-2018,Cincinnati Reds,Atlanta Braves,0.361,0.25,0.647,0.304,0.632,0.639,0.362,0.203,0.275,0.31,0.501,0.271,0.533,0.511,nan,0.454,0.32,0
26-06-2018,Cincinnati Reds,Atlanta Braves,0.511,0.291,0.614,0.304,0.502,0.557,0.232,0.223,0.115,0.249,0.698,0.21,0.588,0.186,0.261,0.363,0.332,0
27-06-2018,Cincinnati Reds,Atlanta Braves,0.488,0.305,0.485,0.267,0.491,0.232,0.329,0.223,0.156,0.238,0.191,0.187,0.405,0.434,0.385,0.268,0.486,0
10-07-2018,Toronto Blue Jays,Atlanta Braves,0.278,0.285,0.64,0.321,0.332,0.294,0.395,0.349,nan,0.23,0.273,0.655,0.456,0.172,0.202,0.351,0.361,0
11-07-2018,Toronto Blue Jays,Atlanta Braves,0.325,0.12,0.523,0.109,0.322,0.232,0.395,0.109,nan,0.115,0.373,0.617,0.419,0.173,0.13,0.218,0.289,0
13-07-2018,Arizona Diamondbacks,Atlanta Braves,0.135,0.476,0.281,0.334,0.193,0.375,0.273,0.642,0.23,0.332,0.526,0.434,0.298,0.188,0.24,0.209,0.394,0
14-07-2018,Arizona Diamondbacks,Atlanta Braves,0.216,0.497,0.455,0.218,0.572,0.153,0.463,0.39,0.373,0.176,0.499,0.321,0.388,0.381,0.24,0,0.346,0
15-07-2018,Arizona Diamondbacks,Atlanta Braves,0.122,0.275,0.187,0.309,0.193,0.292,0.281,0.325,0,0.298,0.24,0.335,0.294,0.145,0.23,0.243,0.399,0.218
26-07-2018,Los Angeles Dodgers,Atlanta Braves,0.61,0.252,0.383,0.576,0.312,0.202,0.39,0.378,0,0.474,0.232,0.412,0.289,0.188,0.533,0.512,0.522,0
27-07-2018,Los Angeles Dodgers,Atlanta Braves,0.467,0.349,0.164,0.562,0.153,0.332,0.211,0.372,0.195,0.435,0.232,0.511,0.274,0.25,0.472,0.319,0.283,0
28-07-2018,Los Angeles Dodgers,Atlanta Braves,0.332,0.456,0.23,0.174,0.243,0.412,0.528,0.285,0.097,0.219,0.135,0.29,0.289,0.289,0.307,0.174,0.307,0.145
29-07-2018,Los Angeles Dodgers,Atlanta Braves,0.434,0.535,0.172,0.29,0.128,0.422,0.738,0,0,0.222,0.193,0.145,0.289,0.298,0.234,0.087,0.173,0
30-07-2018,Miami Marlins,Atlanta Braves,0,0.364,0.321,0,0.361,0.348,0.425,0.218,0.417,0.117,0.29,0.13,0.567,0.302,0.162,0.269,0.195,0.39
31-07-2018,Miami Marlins,Atlanta Braves,0.332,0.426,0.323,0.493,0.225,0.319,0,0.193,0.405,0.279,0.193,0.292,0.393,0.306,0.398,0.19,0.197,nan
10-08-2018,Milwaukee Brewers,Atlanta Braves,0.237,0.371,0.409,0.418,0.602,0.232,0.176,0.304,0,0.365,0.158,0.441,0.481,0.304,0.267,0.476,0.099,nan
11-08-2018,Milwaukee Brewers,Atlanta Braves,0.202,0.268,0.464,0.332,0.493,0.216,0.087,0.758,0,0.55,0.272,0.459,0.55,0.504,0.174,0.067,0.172,0.7
12-08-2018,Milwaukee Brewers,Atlanta Braves,0.268,0.106,0.173,0.397,0.29,0.434,0.232,0.411,0,0.526,0.36,0.574,0.523,0.417,0.209,0.403,0.205,0
14-08-2018,Miami Marlins,Atlanta Braves,0.134,0.638,0.173,0.077,0.31,0.327,0,0.079,0,0.775,0.381,0.403,0.403,0.449,0.145,0.303,0.419,0
15-08-2018,Miami Marlins,Atlanta Braves,0.281,0.647,0.156,0.359,0.069,nan,0.226,0.158,0.218,0.864,0.435,0.451,0.227,0.524,0.431,0.256,0.381,0.197
16-08-2018,Colorado Rockies,Atlanta Braves,0.223,0.361,0.348,0.506,0.379,0.435,0.191,0.238,0,0.832,0.29,0.675,0.134,0.482,0.431,0.303,0.318,0.562
17-08-2018,Colorado Rockies,Atlanta Braves,0.097,0.249,0.523,0.364,0.202,0.191,0.397,0.086,0,0.634,0.097,0.581,0.12,0.294,0.262,0.138,0.366,0
18-08-2018,Colorado Rockies,Atlanta Braves,0.362,0.313,0.317,0.36,0.405,0.216,0.272,0.238,0,0.384,0.201,0.364,0.12,0.285,0.359,0.511,0.477,0.124
19-08-2018,Colorado Rockies,Atlanta Braves,0.374,0.36,0.399,0.29,0.434,0.367,0.174,0.26,0.29,0.483,0.249,0.295,0.187,0.226,0.158,0,0.226,0
28-08-2018,Tampa Bay Rays,Atlanta Braves,0.359,0.417,0.223,0.488,0.42,0.352,0.578,0.3,nan,0.41,0.309,0.187,0.317,0.187,0.48,0.281,0.389,0.174
29-08-2018,Tampa Bay Rays,Atlanta Braves,0.132,0.465,0.475,0.387,0.417,0.109,0.643,0.097,nan,0.347,0.729,0.111,0.361,0.149,0.579,0.489,0.524,0
30-08-2018,Chicago Cubs,Atlanta Braves,0.397,0.301,0.672,0.391,0.491,0.405,0.346,0,0.072,0.22,0.461,0.104,0.334,0.436,0.579,0,0.33,0.124
31-08-2018,Pittsburgh Pirates,Atlanta Braves,0.311,0.489,0.187,0.079,0.193,0.215,0.23,0,0,0.278,0.618,0.283,0.161,0.592,0.304,0.449,0.3,0
01-09-2018,Pittsburgh Pirates,Atlanta Braves,0.373,0.503,0.254,0.173,0.329,0.346,0.237,0,0,0.387,0.365,0.305,0.067,0.797,0.29,0.596,0.205,0.124
02-09-2018,Pittsburgh Pirates,Atlanta Braves,0.495,0.381,0.269,0.274,0.158,0.289,0,0.173,nan,0.47,0.232,0.301,0.072,0.499,0.109,0.438,0.454,0.218
03-09-2018,Boston Red Sox,Atlanta Braves,0.306,0.25,0.348,0.3,0.138,0.255,0.35,0.173,0.26,0.627,0.269,0.101,0.13,0.367,0.37,0.218,0.508,nan
04-09-2018,Boston Red Sox,Atlanta Braves,0.227,0.336,0.478,0.304,0.199,0.263,0.496,0.288,nan,0.43,0.262,0.214,0.24,0.307,0.29,0.46,0.587,0
05-09-2018,Boston Red Sox,Atlanta Braves,0.272,0.097,0.386,0.454,nan,0.25,0.35,0.212,nan,0.363,0.262,0.293,0.307,0,0.364,0.156,0.109,0
14-09-2018,Washington Nationals,Atlanta Braves,0.332,0.198,0.202,0.371,0.614,0.35,0.296,0.26,0.109,0.344,0.432,0.347,0.187,0.546,0.348,0.174,0.26,0
15-09-2018,Washington Nationals,Atlanta Braves,0.26,0.298,0.269,0.335,0.389,0.174,0.278,0.792,0,0.597,0.401,0.295,0.396,0.456,0.594,0.497,0.216,0
16-09-2018,Washington Nationals,Atlanta Braves,0.223,0.304,0.259,0.335,0.46,0.483,0.228,0.145,0,0.494,0.36,0.262,0.24,0.262,0.449,0.174,0.172,0
17-09-2018,St. Louis Cardinals,Atlanta Braves,0.134,0.156,0.26,0.397,0.57,0.174,0.156,0.269,0.124,0.383,0.267,0.19,0.401,0.239,0.307,0.46,0.26,0
18-09-2018,St. Louis Cardinals,Atlanta Braves,0.106,0.214,0.416,0.581,0.473,0.367,0.408,0.242,0.422,0.249,0.226,0.283,0.307,0.079,0.109,0.24,0.367,0
19-09-2018,St. Louis Cardinals,Atlanta Braves,0.598,0.333,0.538,0.56,0.332,0.405,0,0.351,0,0.303,0.293,0.474,0.372,0.142,0.21,0.294,0.284,0.435
20-09-2018,Philadelphia Phillies,Atlanta Braves,0.21,0.296,0.176,0.562,0.332,0.549,0.253,0,0.153,0.374,0.454,0.78,0.223,0.12,0.304,0.259,0.202,0.138
21-09-2018,Philadelphia Phillies,Atlanta Braves,0.321,0.349,0.394,0.645,0.375,0.435,0.392,0,0.063,0.188,0.507,0.724,0.214,0.188,0.529,0.159,0.289,0
22-09-2018,Philadelphia Phillies,Atlanta Braves,0.322,0.321,0.438,0.188,0.37,0.125,0.522,0,0.115,0.161,0.547,0.729,0.202,0.275,0.35,0.277,0.346,0
23-09-2018,Philadelphia Phillies,Atlanta Braves,0.422,0.13,0.27,0.13,0.326,0,0.741,0,0,0.546,0.26,0.376,0.365,0,0.23,nan,0.23,0
29-03-2018,Minnesota Twins,Baltimore Orioles,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
31-03-2018,Minnesota Twins,Baltimore Orioles,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
01-04-2018,Minnesota Twins,Baltimore Orioles,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
09-04-2018,Toronto Blue Jays,Baltimore Orioles,0.739,0.186,0.285,0.438,0.336,0.367,0.2,0.19,0.403,0.296,0.586,0.054,0.205,0.409,0.277,0.215,0.328,0.098
10-04-2018,Toronto Blue Jays,Baltimore Orioles,0.446,0.25,0.298,0.409,0.671,0.367,0.36,0.255,0.079,0.463,0.43,0.106,0.249,0.578,0.337,0.323,0.263,0.097
11-04-2018,Toronto Blue Jays,Baltimore Orioles,0.552,0.324,0.427,0.432,0.348,0.243,0.132,nan,0.138,0.324,0.473,0.154,0.249,0.375,0.115,0.374,0.435,0.347
20-04-2018,Cleveland Indians,Baltimore Orioles,0.371,0.215,0.4,0.491,0.245,0.283,0.476,0.29,0.379,0.375,0.249,0.673,0.415,0.428,0.419,0.109,0.145,nan
21-04-2018,Cleveland Indians,Baltimore Orioles,0.208,0.249,0.371,0.491,0.235,0.216,0.365,0.373,0.367,0.195,0.087,0.818,0.374,0.536,0.476,0.109,0.199,0.389
22-04-2018,Cleveland Indians,Baltimore Orioles,0.15,0.266,0.395,0.313,0.281,0.336,0.403,0.29,0.144,0.173,0.067,0.774,0.374,0.451,0.394,0.087,0,0.142
23-04-2018,Cleveland Indians,Baltimore Orioles,0.236,0.307,0.688,0.388,0.202,0.43,0.556,0.109,0.277,0.138,0,0.813,0.203,0.269,0.376,0.315,0,0
25-04-2018,Tampa Bay Rays,Baltimore Orioles,0.38,0.494,0.252,0.173,0.564,0.452,0.444,0.295,0.653,0.243,0.315,0.778,0.174,0.158,0.395,0,0,nan
26-04-2018,Tampa Bay Rays,Baltimore Orioles,0.359,0.575,0.201,0.12,0.739,0.586,0.39,0.262,0.598,0.212,0.296,0.636,0.377,0.145,0.138,0.135,0.122,0.097
27-04-2018,Detroit Tigers,Baltimore Orioles,0.511,0.556,0.497,0.537,0.345,0.252,0.375,0.29,0.304,0.278,0.292,0.332,0.537,0.201,0.336,0.188,0.079,0.193
28-04-2018,Detroit Tigers,Baltimore Orioles,0.362,0.281,0.434,0.218,0.115,0,0.336,0.296,0.221,0.214,0.393,0.437,0.47,0.307,nan,0.478,0.087,0.329
29-04-2018,Detroit Tigers,Baltimore Orioles,0.246,0.157,0.523,0.201,0.263,0.27,0.336,0,0.202,0.298,0.299,0.537,0.283,0.626,nan,0.604,0.109,0.261
08-05-2018,Kansas City Royals,Baltimore Orioles,0.3,0.275,0.231,0.156,0.348,0.227,0.414,0.347,0.29,0.188,0.463,0.381,0.379,0.348,0.067,0.312,0.231,0.232
09-05-2018,Kansas City Royals,Baltimore Orioles,0.298,0.486,0.476,0.255,0.347,0.347,0.452,0.275,0.277,0.26,0.513,0.346,0.361,0.294,0.139,0.524,0.304,0.366
10-05-2018,Kansas City Royals,Baltimore Orioles,0.249,0.573,0.426,0.414,0.389,0.494,0.494,0.069,0.29,0.261,0.312,0.284,0.361,0.352,0.218,0.239,0.243,0
11-05-2018,Tampa Bay Rays,Baltimore Orioles,0.142,0.332,0,0.348,0.434,0.153,0.379,0.325,0.202,0.412,0.497,0.509,0.273,0.352,0.414,0.122,0.347,0.27
13-05-2018,Tampa Bay Rays,Baltimore Orioles,0.387,0.499,0.402,0.186,0.564,0.468,0.269,0.358,0,0.422,0.304,0.485,0.425,0.366,0.307,nan,nan,0.445
16-05-2018,Philadelphia Phillies,Baltimore Orioles,0.266,0.291,0.668,0.482,0.937,0.13,0.555,0.435,0.347,0.549,0.304,0.403,0.451,0.319,0.145,0.447,0.292,0.345
28-05-2018,Washington Nationals,Baltimore Orioles,0.255,0.314,0.681,0.312,0.526,0.362,0.505,0.521,nan,0.145,0.449,0.161,0.408,0.431,0.067,0.537,0.158,0.087
29-05-2018,Washington Nationals,Baltimore Orioles,0.301,0.267,0.584,0.29,0.35,0.449,0.416,0.463,0.247,0.246,0.391,0.227,0.221,0.619,0.312,0.174,0.346,0.231
30-05-2018,Washington Nationals,Baltimore Orioles,0.569,0.243,0.467,0.539,0.246,0.437,0.431,0.374,0.205,0.291,0.348,0.35,0.246,0.6,0.142,0.159,0.305,0.237
01-06-2018,New York Yankees,Baltimore Orioles,0.633,0.43,0.432,0.187,0.335,0.202,0.335,0.539,0.294,0.35,0.42,0.408,0.312,0.072,0.079,0.09,0.21,0.237
02-06-2018,New York Yankees,Baltimore Orioles,0.526,0.538,0.397,0.187,0.12,0.268,0.334,0.333,0.388,0.193,0.304,0.627,0.365,0.101,0.242,0.079,0.483,0.236
11-06-2018,Boston Red Sox,Baltimore Orioles,0.389,0.293,0.451,0.25,0.189,0.365,0.173,0.538,0.266,0.077,0.275,0.205,0.535,0.053,0.393,0.145,0.437,0.294
12-06-2018,Boston Red Sox,Baltimore Orioles,0.207,0.408,0.386,0.225,0.287,0.304,0.124,0.221,0.222,0.115,0.347,0.142,0.393,0.386,0.177,0.049,0.39,nan
13-06-2018,Boston Red Sox,Baltimore Orioles,0.361,0.51,0.36,0.371,0.363,0.19,0.312,0.152,0.055,0.308,0.337,0.26,0.412,0.233,0.186,0.55,0.312,0.3
15-06-2018,Miami Marlins,Baltimore Orioles,0.201,0.24,0.29,0.37,0.285,0.395,0.218,0.109,0.573,nan,0.298,0.26,0.335,0.174,0.104,0.335,0,0.307
16-06-2018,Miami Marlins,Baltimore Orioles,0.174,0.296,0.261,0.336,0.161,0.312,0.378,0.42,0.197,0.347,0.336,0.24,0.26,0.145,0.188,0.334,0.237,0.124
17-06-2018,Miami Marlins,Baltimore Orioles,0.282,0.271,0.562,0.197,0.111,0.195,0.466,0.124,0.158,nan,0.398,0.254,0.364,0.302,0.079,0.385,0.275,0.193
25-06-2018,Seattle Mariners,Baltimore Orioles,0.22,0.188,0.397,0.83,0.161,0.263,0.246,nan,0.202,0.275,0.376,0.427,0.604,0.324,0.438,0.139,0.087,0.174
26-06-2018,Seattle Mariners,Baltimore Orioles,0.174,0.21,0.298,0.214,0.444,0.174,0.216,0.173,0.39,0.438,0.335,0.387,0.097,0.681,0.162,0.161,0.079,0.174
27-06-2018,Seattle Mariners,Baltimore Orioles,0.227,0.396,0.281,0.292,0.307,0.12,0.242,0,0.346,0.476,0.234,0.202,0.486,0.486,0.162,0.065,0.19,0.097
28-06-2018,Seattle Mariners,Baltimore Orioles,0.255,0.474,0.417,0.546,0.295,0.175,0.5,0.24,0.362,0.218,0.138,0.321,0.254,0.294,0.701,0.216,0.265,0.223
29-06-2018,Los Angeles Angels,Baltimore Orioles,0.39,0.324,0.26,0.187,0.481,0.174,0.325,0.263,0.173,0.268,0.134,0.364,0.201,0.453,0.526,0.12,0.246,0.273
30-06-2018,Los Angeles Angels,Baltimore Orioles,0.26,0.501,0.36,0.26,0.623,0.19,0.201,0.544,0.309,0.348,0.201,0.509,0.255,0.414,0.134,0.418,0.218,0.232
01-07-2018,Los Angeles Angels,Baltimore Orioles,0.115,0.488,0.434,0.236,0.611,0.281,0.304,0.124,0.376,0.362,0.201,0.555,0.13,0.292,0.434,0.109,0.097,0
10-07-2018,New York Yankees,Baltimore Orioles,0.481,0.382,0.444,0.499,0.347,0.281,0.386,0.466,0.456,0.292,0.221,0.363,0.422,0.493,0.54,0.099,0.412,0.411
11-07-2018,New York Yankees,Baltimore Orioles,0.445,0.298,0.508,0.377,0.284,0.391,0.437,0.429,0.218,0.389,0.275,0.612,0.269,0.482,0.393,0.219,0.411,0.239
12-07-2018,Philadelphia Phillies,Baltimore Orioles,0.124,0.254,0.263,0.226,0.321,0.437,0.101,0.115,0.32,0.322,0.321,0.612,0.161,0.289,0.067,0,0.172,0.23
13-07-2018,Texas Rangers,Baltimore Orioles,0.335,0.298,0.275,0.145,0.468,0.47,0.315,0.26,0,0.214,0.254,0.7,0.161,0.067,0.239,0.13,0.329,0.397
14-07-2018,Texas Rangers,Baltimore Orioles,0.208,0.347,0.319,0.145,0.389,0.209,0.387,0.436,0,0.094,0.227,0.304,0.101,0.218,0.079,0.188,0.332,0.413
15-07-2018,Texas Rangers,Baltimore Orioles,0.321,0.307,0.26,0.215,0.077,0.323,0.277,0.238,0,0.254,0.201,0.332,0.111,0.237,0.261,0.142,0.298,0.452
23-07-2018,Boston Red Sox,Baltimore Orioles,0.22,0.532,0.172,0.13,0.3,0.33,0.13,0.315,0.366,0.366,0.401,0.441,0.334,0.271,0.319,0.221,0.46,0.145
24-07-2018,Boston Red Sox,Baltimore Orioles,0.232,0.504,0.13,0.292,0.332,0.349,0.145,0.202,0.332,0.323,0.526,0.347,0.361,0.161,0.246,0.205,0.221,0.408
